,mainGrid,otherGrids,hourOfDay
1150,205.6,190.0,22
1151,201.6,181.0,23
1152,179.4,163.0,0
1153,153.5,132.0,1
1154,145.0,122.0,2
1155,140.5,121.0,3
1156,135.5,117.0,4
1157,142.5,125.0,5
1158,153.5,138.0,6
1159,189.0,177.0,7
1160,194.0,184.0,8
1161,220.0,194.0,9
1162,220.3,200.0,10
1163,214.3,197.0,11
1164,203.3,183.0,12
1165,189.8,165.0,13
1166,180.8,159.0,14
1167,177.3,156.0,15
1168,174.3,156.0,16
1169,181.3,162.0,17
1170,198.9,179.0,18
1171,226.8,208.0,19
1172,218.3,196.0,20
1173,202.8,185.0,21
1174,192.8,172.0,22
1175,175.8,153.0,23
1176,137.1,138.0,0
1177,145.5,125.0,1
1178,136.5,114.0,2
1179,124.5,108.0,3
1180,124.5,105.0,4
1181,130.5,114.0,5
1182,132.0,114.0,6
1183,144.5,126.0,7
1184,137.5,117.0,8
1185,179.0,124.0,9
1186,172.0,141.0,10
1187,182.0,164.0,11
1188,175.5,161.0,12
1189,169.0,154.0,13
1190,154.5,137.0,14
1191,154.0,134.0,15
1192,149.0,131.0,16
1193,145.0,126.0,17
1194,169.0,147.0,18
1195,199.5,178.0,19
1196,204.0,182.0,20
1197,191.5,172.0,21
1198,182.5,165.0,22
1199,172.5,152.0,23
1200,153.4,135.0,0
1201,139.4,119.0,1
1202,126.9,112.0,2
1203,129.4,108.0,3
1204,123.4,108.0,4
1205,132.9,114.0,5
1206,152.9,140.0,6
1207,206.9,180.0,7
1208,236.4,215.0,8
1209,264.9,237.0,9
1210,262.9,237.0,10
1211,257.9,234.0,11
1212,244.9,221.0,12
1213,230.9,201.0,13
1214,227.4,202.0,14
1215,228.4,215.0,15
1216,229.9,211.0,16
1217,227.4,204.0,17
1218,235.9,214.0,18
1219,270.4,234.0,19
1220,249.9,226.0,20
1221,232.4,210.0,21
1222,210.9,188.0,22
1223,186.4,167.0,23
1224,163.6,145.0,0
1225,138.6,127.0,1
1226,139.1,120.0,2
1227,138.6,122.0,3
1228,141.6,122.0,4
1229,148.1,129.0,5
1230,159.6,141.0,6
1231,221.1,187.0,7
1232,244.6,221.0,8
1233,271.6,242.0,9
1234,269.1,245.0,10
1235,262.6,237.0,11
1236,248.1,222.0,12
1237,234.1,209.0,13
1238,228.1,206.0,14
1239,234.6,213.0,15
1240,239.6,218.0,16
1241,232.6,212.0,17
1242,245.6,221.0,18
1243,267.6,248.0,19
1244,249.6,226.0,20
1245,233.6,210.0,21
1246,212.1,189.0,22
1247,201.6,180.0,23
1248,177.4,162.0,0
1249,162.4,145.0,1
1250,149.4,127.0,2
1251,138.4,118.0,3
1252,148.4,124.0,4
1253,143.4,129.0,5
1254,160.4,141.0,6
1255,211.6,196.0,7
1256,248.7,225.0,8
1257,267.6,245.0,9
1258,272.6,251.0,10
1259,268.6,244.0,11
1260,257.6,233.0,12
1261,240.9,220.0,13
1262,244.4,222.0,14
1263,250.9,226.0,15
1264,261.9,242.0,16
1265,252.7,230.0,17
1266,270.7,251.0,18
1267,269.0,247.0,19
1268,247.0,223.0,20
1269,231.5,211.0,21
1270,206.0,200.0,22
1271,195.0,177.0,23
1272,178.1,166.0,0
1273,153.8,142.0,1
1274,150.8,136.0,2
1275,143.1,124.0,3
1276,144.8,129.0,4
1277,156.8,133.0,5
1278,167.8,146.0,6
1279,212.8,191.0,7
1280,248.3,225.0,8
1281,275.3,255.0,9
1282,284.3,261.0,10
1283,276.3,254.0,11
1284,263.3,236.0,12
1285,238.8,214.0,13
1286,262.8,213.0,14
1287,234.3,220.0,15
1288,239.8,221.0,16
1289,234.3,214.0,17
1290,245.8,221.0,18
1291,271.8,250.0,19
1292,255.3,226.0,20
1293,244.3,214.0,21
1294,209.3,193.0,22
1295,189.8,174.0,23
1296,169.0,155.0,0
1297,154.5,143.0,1
1298,147.3,131.0,2
1299,144.5,125.0,3
1300,139.5,127.0,4
1301,146.0,135.0,5
1302,162.5,149.0,6
1303,235.5,191.0,7
1304,253.0,226.0,8
1305,271.5,248.0,9
1306,274.0,246.0,10
1307,270.0,246.0,11
1308,269.0,242.0,12
1309,244.0,225.0,13
1310,259.5,227.0,14
1311,255.5,226.0,15
1312,256.5,230.0,16
1313,268.0,228.0,17
1314,256.0,228.0,18
1315,279.5,244.0,19
1316,247.5,207.0,20
1317,236.5,207.0,21
1318,205.5,188.0,22
1319,202.5,185.0,23
1320,179.5,163.0,0
1321,163.5,147.0,1
1322,148.0,132.0,2
1323,150.0,132.0,3
1324,147.2,130.0,4
1325,147.4,131.0,5
1326,158.9,133.0,6
1327,185.9,165.0,7
1328,194.9,180.0,8
1329,217.4,200.0,9
1330,220.9,206.0,10
1331,219.9,202.0,11
1332,206.9,190.0,12
1333,184.9,168.0,13
1334,171.9,156.0,14
1335,178.9,167.0,15
1336,180.9,167.0,16
1337,182.4,164.0,17
1338,204.4,175.0,18
1339,228.4,210.0,19
1340,218.4,194.0,20
1341,203.4,190.0,21
1342,185.9,176.0,22
1343,173.8,158.0,23
1344,158.9,141.0,0
1345,143.5,131.0,1
1346,133.5,117.0,2
1347,130.5,110.0,3
1348,124.8,108.0,4
1349,131.8,113.0,5
1350,136.8,122.0,6
1351,144.3,125.0,7
1352,141.8,127.0,8
1353,179.8,143.0,9
1354,175.3,157.0,10
1355,186.3,169.0,11
1356,185.3,171.0,12
1357,177.3,156.0,13
1358,169.8,151.0,14
1359,164.8,146.0,15
1360,161.8,146.0,16
1361,157.8,142.0,17
1362,171.3,152.0,18
1363,194.0,175.0,19
1364,206.0,186.0,20
1365,196.5,180.0,21
1366,180.5,175.0,22
1367,174.0,155.0,23
1368,153.5,136.0,0
1369,142.0,122.0,1
1370,131.5,113.0,2
1371,123.5,110.0,3
1372,129.5,110.0,4
1373,138.5,118.0,5
1374,159.2,139.0,6
1375,200.6,179.0,7
1376,230.7,220.0,8
1377,261.2,234.0,9
1378,259.4,235.0,10
1379,259.5,236.0,11
1380,247.7,217.0,12
1381,236.2,209.0,13
1382,233.0,205.0,14
1383,232.5,215.0,15
1384,235.5,210.0,16
1385,228.5,213.0,17
1386,233.0,207.0,18
1387,248.0,240.0,19
1388,244.5,222.0,20
1389,235.0,216.0,21
1390,201.5,189.0,22
1391,188.5,177.0,23
1392,164.2,148.0,0
1393,150.7,137.0,1
1394,145.7,125.0,2
1395,139.2,118.0,3
1396,143.2,123.0,4
1397,144.2,124.0,5
1398,154.9,142.0,6
1399,203.6,181.0,7
1400,235.4,212.0,8
1401,259.1,237.0,9
1402,262.2,238.0,10
1403,261.4,235.0,11
1404,252.9,219.0,12
1405,229.4,201.0,13
1406,231.7,206.0,14
1407,220.7,209.0,15
1408,229.7,208.0,16
1409,225.7,202.0,17
1410,234.2,213.0,18
1411,267.7,242.0,19
1412,249.2,228.0,20
1413,241.2,214.0,21
1414,214.2,189.0,22
1415,196.7,178.0,23
1416,179.5,157.0,0
1417,156.5,138.0,1
1418,142.3,124.0,2
1419,146.2,129.0,3
1420,145.7,123.0,4
1421,145.7,132.0,5
1422,164.5,138.0,6
1423,208.5,191.0,7
1424,242.5,221.0,8
1425,259.5,239.0,9
1426,251.0,236.0,10
1427,250.0,231.0,11
1428,246.0,216.0,12
1429,232.0,208.0,13
1430,230.7,206.0,14
1431,232.7,215.0,15
1432,238.7,216.0,16
1433,232.7,206.0,17
1434,236.0,215.0,18
1435,274.0,245.0,19
1436,255.5,230.0,20
1437,242.5,215.0,21
1438,212.5,193.0,22
1439,200.5,189.0,23
1440,183.0,161.0,0
1441,161.2,145.0,1
1442,147.2,129.0,2
1443,146.9,132.0,3
1444,138.4,121.0,4
1445,147.9,135.0,5
1446,164.9,144.0,6
1447,207.8,187.0,7
1448,234.9,217.0,8
1449,262.9,247.0,9
1450,262.9,242.0,10
1451,252.4,233.0,11
1452,245.4,226.0,12
1453,238.9,222.0,13
1454,230.4,209.0,14
1455,234.9,212.0,15
1456,232.2,216.0,16
1457,229.7,206.0,17
1458,235.2,212.0,18
1459,273.2,251.0,19
1460,249.2,227.0,20
1461,239.7,217.0,21
1462,213.7,193.0,22
1463,201.3,185.0,23
1464,174.2,162.0,0
1465,161.6,144.0,1
1466,144.1,130.0,2
1467,139.1,122.0,3
1468,143.1,124.0,4
1469,152.1,137.0,5
1470,160.6,136.0,6
1471,204.1,183.0,7
1472,243.1,209.0,8
1473,272.3,243.0,9
1474,265.3,241.0,10
1475,256.6,232.0,11
1476,249.2,220.0,12
1477,226.7,213.0,13
1478,226.3,212.0,14
1479,227.3,213.0,15
1480,232.6,211.0,16
1481,234.8,213.0,17
1482,242.7,222.0,18
1483,263.2,247.0,19
1484,250.1,227.0,20
1485,236.1,208.0,21
1486,211.0,190.0,22
1487,192.6,168.0,23
1488,186.3,159.0,0
1489,160.4,145.0,1
1490,151.4,135.0,2
1491,148.8,130.0,3
1492,138.7,129.0,4
1493,139.7,127.0,5
1494,152.7,137.0,6
1495,172.0,167.0,7
1496,201.9,180.0,8
1497,230.9,203.0,9
1498,224.0,210.0,10
1499,217.5,202.0,11
1500,208.5,194.0,12
1501,186.0,171.0,13
1502,177.5,157.0,14
1503,178.0,161.0,15
1504,179.7,166.0,16
1505,183.8,166.0,17
1506,197.3,176.0,18
1507,225.8,208.0,19
1508,220.2,201.0,20
1509,204.0,178.0,21
1510,184.4,166.0,22
1511,173.8,157.0,23
1512,157.2,139.0,0
1513,147.0,124.0,1
1514,136.2,117.0,2
1515,130.7,112.0,3
1516,121.9,104.0,4
1517,129.5,111.0,5
1518,133.0,119.0,6
1519,132.8,118.0,7
1520,136.3,121.0,8
1521,160.0,142.0,9
1522,177.0,155.0,10
1523,180.0,160.0,11
1524,178.8,158.0,12
1525,160.6,149.0,13
1526,151.8,139.0,14
1527,148.8,135.0,15
1528,145.3,134.0,16
1529,148.3,132.0,17
1530,155.5,144.0,18
1531,198.8,183.0,19
1532,202.3,184.0,20
1533,195.8,179.0,21
1534,176.6,169.0,22
1535,178.0,158.0,23
1536,159.1,136.0,0
1537,137.6,123.0,1
1538,133.9,114.0,2
1539,131.2,109.0,3
1540,131.7,111.0,4
1541,139.2,120.0,5
1542,155.2,141.0,6
1543,190.4,170.0,7
1544,228.2,213.0,8
1545,252.0,236.0,9
1546,253.0,238.0,10
1547,249.0,226.0,11
1548,243.5,217.0,12
1549,229.0,208.0,13
1550,225.0,206.0,14
1551,237.5,210.0,15
1552,234.5,212.0,16
1553,232.0,210.0,17
1554,228.5,206.0,18
1555,265.5,246.0,19
1556,249.5,230.0,20
1557,229.5,214.0,21
1558,211.5,196.0,22
1559,207.5,196.0,23
1560,163.5,150.0,0
1561,148.5,131.0,1
1562,144.5,128.0,2
1563,147.5,130.0,3
1564,141.0,123.0,4
1565,147.0,129.0,5
1566,162.5,147.0,6
1567,201.7,172.0,7
1568,235.7,212.0,8
1569,257.2,245.0,9
1570,257.7,237.0,10
1571,250.6,230.0,11
1572,238.9,221.0,12
1573,227.1,211.0,13
1574,223.8,204.0,14
1575,229.1,209.0,15
1576,231.8,212.0,16
1577,227.3,198.0,17
1578,232.8,203.0,18
1579,269.8,244.0,19
1580,249.3,226.0,20
1581,233.3,215.0,21
1582,213.8,196.0,22
1583,198.8,185.0,23
1584,174.4,155.0,0
1585,157.4,140.0,1
1586,142.4,124.0,2
1587,143.4,123.0,3
1588,146.4,127.0,4
1589,150.9,131.0,5
1590,160.9,143.0,6
1591,205.1,170.0,7
1592,248.6,228.0,8
1593,268.6,241.0,9
1594,268.6,245.0,10
1595,264.1,250.0,11
1596,258.9,235.0,12
1597,246.6,227.0,13
1598,249.6,229.0,14
1599,253.4,231.0,15
1600,251.4,232.0,16
1601,250.0,230.0,17
1602,249.9,228.0,18
1603,274.8,251.0,19
1604,254.6,226.0,20
1605,237.9,212.0,21
1606,208.9,192.0,22
1607,206.9,177.0,23
1608,170.9,149.0,0
1609,160.4,140.0,1
1610,145.2,129.0,2
1611,149.2,133.0,3
1612,146.3,129.0,4
1613,154.6,141.0,5
1614,157.1,140.0,6
1615,191.1,169.0,7
1616,210.1,212.0,8
1617,264.1,246.0,9
1618,257.6,241.0,10
1619,258.6,241.0,11
1620,248.1,225.0,12
1621,235.1,209.0,13
1622,227.6,205.0,14
1623,224.0,206.0,15
1624,235.5,212.0,16
1625,226.5,206.0,17
1626,231.0,208.0,18
1627,262.5,242.0,19
1628,251.5,225.0,20
1629,231.5,208.0,21
1630,209.0,190.0,22
1631,194.5,173.0,23
1632,166.5,151.0,0
1633,154.4,137.0,1
1634,149.9,130.0,2
1635,144.2,125.0,3
1636,147.9,131.0,4
1637,154.0,138.0,5
1638,166.0,152.0,6
1639,207.5,185.0,7
1640,243.4,218.0,8
1641,266.2,244.0,9
1642,261.2,242.0,10
1643,254.2,235.0,11
1644,242.2,226.0,12
1645,231.7,211.0,13
1646,232.7,216.0,14
1647,234.0,223.0,15
1648,246.2,217.0,16
1649,239.7,219.0,17
1650,243.2,221.0,18
1651,266.7,244.0,19
1652,246.2,220.0,20
1653,232.7,212.0,21
1654,206.7,187.0,22
1655,197.2,179.0,23
1656,168.6,148.0,0
1657,153.6,138.0,1
1658,151.6,136.0,2
1659,142.1,127.0,3
1660,134.6,117.0,4
1661,140.1,123.0,5
1662,158.1,134.0,6
1663,174.3,143.0,7
1664,195.3,177.0,8
1665,218.7,198.0,9
1666,216.7,204.0,10
1667,211.7,199.0,11
1668,199.2,180.0,12
1669,185.7,165.0,13
1670,173.7,154.0,14
1671,173.7,155.0,15
1672,172.2,150.0,16
1673,175.2,153.0,17
1674,182.3,163.0,18
1675,229.5,207.0,19
1676,218.0,197.0,20
1677,201.4,184.0,21
1678,184.4,168.0,22
1679,164.9,148.0,23
1680,154.9,141.0,0
1681,140.9,124.0,1
1682,130.9,115.0,2
1683,117.9,109.0,3
1684,119.9,106.0,4
1685,127.7,108.0,5
1686,134.9,117.0,6
1687,125.9,109.0,7
1688,142.9,126.0,8
1689,160.4,141.0,9
1690,175.2,155.0,10
1691,177.2,158.0,11
1692,167.4,152.0,12
1693,162.8,141.0,13
1694,152.8,132.0,14
1695,147.9,125.0,15
1696,149.2,125.0,16
1697,142.7,123.0,17
1698,153.3,134.0,18
1699,193.8,176.0,19
1700,193.3,185.0,20
1701,185.8,180.0,21
1702,182.8,161.0,22
1703,168.0,150.0,23
1704,152.7,132.0,0
1705,133.4,116.0,1
1706,128.8,109.0,2
1707,127.3,106.0,3
1708,128.1,111.0,4
1709,138.3,116.0,5
1710,162.3,143.0,6
1711,191.3,170.0,7
1712,239.3,215.0,8
1713,263.8,237.0,9
1714,270.7,245.0,10
1715,265.1,236.0,11
1716,256.8,224.0,12
1717,235.3,212.0,13
1718,236.1,222.0,14
1719,239.6,216.0,15
1720,244.6,224.0,16
1721,243.6,227.0,17
1722,242.1,215.0,18
1723,269.1,251.0,19
1724,252.6,228.0,20
1725,239.1,214.0,21
1726,203.6,186.0,22
1727,194.6,173.0,23
1728,166.4,150.0,0
1729,155.2,140.0,1
1730,146.7,126.0,2
1731,146.0,127.0,3
1732,143.0,126.0,4
1733,147.2,130.0,5
1734,160.2,145.0,6
1735,196.2,173.0,7
1736,237.7,214.0,8
1737,259.0,237.0,9
1738,256.5,236.0,10
1739,248.5,230.0,11
1740,246.7,222.0,12
1741,225.5,204.0,13
1742,224.0,200.0,14
1743,230.5,210.0,15
1744,233.0,210.0,16
1745,231.0,209.0,17
1746,236.0,207.0,18
1747,268.0,245.0,19
1748,259.5,232.0,20
1749,238.0,221.0,21
1750,206.5,192.0,22
1751,204.0,178.0,23
1752,177.1,159.0,0
1753,157.1,133.0,1
1754,143.1,123.0,2
1755,145.1,126.0,3
1756,146.1,132.0,4
1757,142.1,127.0,5
1758,163.8,144.0,6
1759,198.3,169.0,7
1760,238.3,218.0,8
1761,266.6,240.0,9
1762,267.1,235.0,10
1763,263.0,242.0,11
1764,246.4,227.0,12
1765,259.6,230.0,13
1766,237.2,210.0,14
1767,236.9,217.0,15
1768,234.3,218.0,16
1769,232.8,216.0,17
1770,235.8,220.0,18
1771,265.4,245.0,19
1772,249.4,224.0,20
1773,229.8,208.0,21
1774,204.9,181.0,22
1775,189.9,169.0,23
1776,172.3,149.0,0
1777,157.3,141.0,1
1778,145.3,121.0,2
1779,138.3,122.0,3
1780,141.8,119.0,4
1781,144.8,128.0,5
1782,161.7,142.0,6
1783,194.0,169.0,7
1784,241.5,217.0,8
1785,261.5,237.0,9
1786,258.2,237.0,10
1787,252.0,230.0,11
1788,245.5,222.0,12
1789,231.5,205.0,13
1790,230.5,208.0,14
1791,232.3,204.0,15
1792,231.3,208.0,16
1793,225.8,200.0,17
1794,225.5,198.0,18
1795,271.7,241.0,19
1796,245.5,220.0,20
1797,235.5,208.0,21
1798,206.0,186.0,22
1799,198.5,178.0,23
1800,173.9,152.0,0
1801,154.5,138.0,1
1802,138.0,119.0,2
1803,134.7,117.0,3
1804,142.9,124.0,4
1805,146.2,125.0,5
1806,164.2,143.0,6
1807,195.7,168.0,7
1808,241.2,217.0,8
1809,262.0,241.0,9
1810,258.0,233.0,10
1811,252.0,228.0,11
1812,243.5,220.0,12
1813,229.5,208.0,13
1814,223.7,200.0,14
1815,235.7,208.0,15
1816,238.4,213.0,16
1817,235.4,211.0,17
1818,235.4,209.0,18
1819,260.4,244.0,19
1820,251.2,225.0,20
1821,235.7,207.0,21
1822,205.9,186.0,22
1823,191.9,173.0,23
1824,172.9,150.0,0
1825,152.0,133.0,1
1826,142.0,127.0,2
1827,143.0,126.0,3
1828,139.0,124.0,4
1829,143.5,127.0,5
1830,155.0,140.0,6
1831,162.0,146.0,7
1832,197.0,185.0,8
1833,217.0,205.0,9
1834,218.0,199.0,10
1835,209.5,192.0,11
1836,209.5,188.0,12
1837,187.5,169.0,13
1838,172.5,154.0,14
1839,170.2,149.0,15
1840,169.2,151.0,16
1841,169.7,151.0,17
1842,171.2,159.0,18
1843,220.2,200.0,19
1844,215.2,192.0,20
1845,200.7,182.0,21
1846,180.7,164.0,22
1847,169.7,149.0,23
1848,166.1,142.0,0
1849,148.8,122.0,1
1850,137.8,112.0,2
1851,121.1,107.0,3
1852,124.6,111.0,4
1853,123.8,107.0,5
1854,129.8,123.0,6
1855,122.8,106.0,7
1856,133.8,122.0,8
1857,156.2,141.0,9
1858,166.4,149.0,10
1859,169.0,154.0,11
1860,166.2,150.0,12
1861,156.5,140.0,13
1862,137.3,125.0,14
1863,143.1,124.0,15
1864,135.6,123.0,16
1865,137.2,123.0,17
1866,152.2,128.0,18
1867,190.2,173.0,19
1868,200.2,176.0,20
1869,188.7,176.0,21
1870,176.7,160.0,22
1871,170.2,148.0,23
1872,146.4,129.0,0
1873,131.4,118.0,1
1874,126.4,113.0,2
1875,125.4,107.0,3
1876,128.4,110.0,4
1877,134.1,116.0,5
1878,157.1,134.0,6
1879,181.1,159.0,7
1880,225.1,204.0,8
1881,250.1,225.0,9
1882,252.1,225.0,10
1883,243.9,230.0,11
1884,230.0,211.0,12
1885,221.1,200.0,13
1886,224.3,202.0,14
1887,225.1,208.0,15
1888,231.5,205.0,16
1889,225.6,199.0,17
1890,222.0,196.0,18
1891,262.5,236.0,19
1892,247.4,224.0,20
1893,233.2,206.0,21
1894,204.2,187.0,22
1895,190.7,170.0,23
1896,168.8,147.0,0
1897,149.3,129.0,1
1898,143.3,124.0,2
1899,136.2,120.0,3
1900,141.8,123.0,4
1901,149.5,129.0,5
1902,166.5,143.0,6
1903,187.0,163.0,7
1904,233.0,208.0,8
1905,253.5,231.0,9
1906,244.5,227.0,10
1907,240.5,214.0,11
1908,237.5,220.0,12
1909,221.4,201.0,13
1910,226.4,209.0,14
1911,229.5,210.0,15
1912,229.5,209.0,16
1913,221.0,199.0,17
1914,224.0,197.0,18
1915,261.5,237.0,19
1916,243.5,225.0,20
1917,235.0,211.0,21
1918,207.8,185.0,22
1919,187.0,169.0,23
1920,160.5,153.0,0
1921,146.8,127.0,1
1922,141.0,120.0,2
1923,138.5,122.0,3
1924,139.0,121.0,4
1925,150.5,134.0,5
1926,164.0,145.0,6
1927,191.0,163.0,7
1928,237.0,214.0,8
1929,255.5,234.0,9
1930,252.0,233.0,10
1931,248.5,227.0,11
1932,242.0,218.0,12
1933,223.0,206.0,13
1934,228.5,207.0,14
1935,229.5,208.0,15
1936,232.5,208.0,16
1937,221.3,199.0,17
1938,221.6,200.0,18
1939,259.3,233.0,19
1940,242.3,225.0,20
1941,233.8,210.0,21
1942,208.8,191.0,22
1943,193.8,175.0,23
1944,170.1,150.0,0
1945,151.1,131.0,1
1946,139.6,121.0,2
1947,138.1,117.0,3
1948,137.6,117.0,4
1949,151.1,131.0,5
1950,161.8,138.0,6
1951,191.1,163.0,7
1952,232.1,195.0,8
1953,254.3,231.0,9
1954,247.8,220.0,10
1955,247.8,220.0,11
1956,234.9,212.0,12
1957,220.1,199.0,13
1958,223.1,196.0,14
1959,225.1,202.0,15
1960,224.1,200.0,16
1961,218.9,197.0,17
1962,220.1,192.0,18
1963,256.4,230.0,19
1964,245.6,218.0,20
1965,234.1,209.0,21
1966,207.1,183.0,22
1967,190.9,171.0,23
1968,166.1,150.0,0
1969,152.1,133.0,1
1970,145.1,126.0,2
1971,139.1,118.0,3
1972,141.1,118.0,4
1973,155.1,135.0,5
1974,165.6,142.0,6
1975,189.1,165.0,7
1976,231.5,210.0,8
1977,248.5,227.0,9
1978,252.7,228.0,10
1979,254.4,218.0,11
1980,238.4,217.0,12
1981,222.9,202.0,13
1982,219.3,201.0,14
1983,221.9,201.0,15
1984,218.4,200.0,16
1985,221.4,195.0,17
1986,216.4,193.0,18
1987,255.9,228.0,19
1988,244.4,219.0,20
1989,231.7,206.0,21
1990,199.7,176.0,22
1991,183.4,163.0,23
1992,165.2,146.0,0
1993,157.9,137.0,1
1994,142.3,124.0,2
1995,132.8,116.0,3
1996,140.5,119.0,4
1997,140.8,123.0,5
1998,147.8,131.0,6
1999,159.8,138.0,7
2000,189.3,167.0,8
2001,209.8,196.0,9
2002,209.8,192.0,10
2003,202.3,187.0,11
2004,192.3,179.0,12
2005,175.3,160.0,13
2006,165.8,150.0,14
2007,161.3,150.0,15
2008,163.3,151.0,16
2009,163.3,150.0,17
2010,167.3,150.0,18
2011,213.9,198.0,19
2012,210.9,195.0,20
2013,189.9,179.0,21
2014,172.9,156.0,22
2015,163.4,146.0,23
2016,144.5,134.0,0
2017,133.5,124.0,1
2018,127.0,109.0,2
2019,127.5,109.0,3
2020,121.3,104.0,4
2021,123.6,106.0,5
2022,128.6,113.0,6
2023,137.1,118.0,7
2024,129.1,110.0,8
2025,153.6,127.0,9
2026,163.6,139.0,10
2027,167.6,149.0,11
2028,161.6,148.0,12
2029,158.6,138.0,13
2030,150.6,125.0,14
2031,146.1,127.0,15
2032,139.6,120.0,16
2033,137.6,119.0,17
2034,135.6,118.0,18
2035,146.1,127.0,19
2036,190.1,167.0,20
2037,192.1,172.0,21
2038,180.1,165.0,22
2039,169.1,153.0,23
2040,149.6,135.0,0
2041,131.9,120.0,1
2042,129.4,113.0,2
2043,123.7,108.0,3
2044,123.7,105.0,4
2045,130.7,116.0,5
2046,148.2,132.0,6
2047,202.2,172.0,7
2048,224.2,196.0,8
2049,252.2,232.0,9
2050,250.2,231.0,10
2051,247.2,223.0,11
2052,238.2,214.0,12
2053,218.2,197.0,13
2054,223.7,200.0,14
2055,227.7,200.0,15
2056,227.7,203.0,16
2057,220.7,192.0,17
2058,211.2,181.0,18
2059,211.0,183.0,19
2060,231.0,205.0,20
2061,216.0,205.0,21
2062,201.0,178.0,22
2063,186.5,169.0,23
2064,168.9,147.0,0
2065,150.1,131.0,1
2066,142.1,119.0,2
2067,140.6,117.0,3
2068,141.4,118.0,4
2069,143.7,127.0,5
2070,154.2,134.0,6
2071,204.1,180.0,7
2072,230.7,208.0,8
2073,256.2,230.0,9
2074,258.7,233.0,10
2075,254.7,228.0,11
2076,245.2,217.0,12
2077,225.2,204.0,13
2078,221.7,204.0,14
2079,227.8,206.0,15
2080,230.8,205.0,16
2081,219.4,198.0,17
2082,214.4,190.0,18
2083,222.4,200.0,19
2084,239.1,216.0,20
2085,224.7,205.0,21
2086,208.7,187.0,22
2087,202.7,179.0,23
2088,177.8,156.0,0
2089,154.7,136.0,1
2090,145.7,127.0,2
2091,149.7,127.0,3
2092,150.7,128.0,4
2093,150.7,128.0,5
2094,154.7,137.0,6
2095,202.7,177.0,7
2096,222.7,204.0,8
2097,246.7,226.0,9
2098,246.7,223.0,10
2099,237.7,219.0,11
2100,239.7,213.0,12
2101,222.7,203.0,13
2102,227.7,201.0,14
2103,228.7,201.0,15
2104,229.7,202.0,16
2105,223.2,194.0,17
2106,218.2,188.0,18
2107,212.7,190.0,19
2108,221.2,194.0,20
2109,234.2,205.0,21
2110,205.2,189.0,22
2111,200.7,181.0,23
2112,174.7,155.0,0
2113,150.2,131.0,1
2114,145.7,128.0,2
2115,142.2,120.0,3
2116,149.7,129.0,4
2117,154.7,132.0,5
2118,164.7,140.0,6
2119,207.1,184.0,7
2120,233.6,207.0,8
2121,252.1,228.0,9
2122,258.1,233.0,10
2123,251.6,226.0,11
2124,248.6,218.0,12
2125,228.6,202.0,13
2126,230.3,208.0,14
2127,226.6,207.0,15
2128,232.1,209.0,16
2129,223.6,199.0,17
2130,212.6,188.0,18
2131,218.6,193.0,19
2132,224.1,202.0,20
2133,235.6,210.0,21
2134,211.1,190.0,22
2135,203.1,180.0,23
2136,169.2,154.0,0
2137,160.3,142.0,1
2138,148.3,127.0,2
2139,140.3,123.0,3
2140,143.3,121.0,4
2141,148.2,128.0,5
2142,162.7,144.0,6
2143,214.2,195.0,7
2144,242.7,212.0,8
2145,265.2,233.0,9
2146,264.7,235.0,10
2147,254.2,230.0,11
2148,243.9,217.0,12
2149,226.7,204.0,13
2150,223.7,201.0,14
2151,228.2,212.0,15
2152,231.2,208.0,16
2153,214.7,194.0,17
2154,211.2,192.0,18
2155,209.2,187.0,19
2156,222.7,198.0,20
2157,231.7,208.0,21
2158,206.2,191.0,22
2159,195.8,177.0,23
2160,176.3,156.0,0
2161,149.5,136.0,1
2162,141.5,125.0,2
2163,135.7,122.0,3
2164,133.5,118.0,4
2165,141.5,122.0,5
2166,148.5,128.0,6
2167,176.5,156.0,7
2168,189.4,169.0,8
2169,209.4,189.0,9
2170,209.5,195.0,10
2171,202.5,186.0,11
2172,192.5,175.0,12
2173,171.5,157.0,13
2174,164.0,139.0,14
2175,167.5,150.0,15
2176,169.0,151.0,16
2177,167.5,149.0,17
2178,163.5,146.0,18
2179,187.0,150.0,19
2180,188.0,169.0,20
2181,189.0,176.0,21
2182,180.5,162.0,22
2183,171.0,150.0,23
2184,158.1,143.0,0
2185,144.6,130.0,1
2186,130.6,116.0,2
2187,128.6,109.0,3
2188,135.1,106.0,4
2189,131.4,115.0,5
2190,128.4,112.0,6
2191,134.9,122.0,7
2192,136.4,120.0,8
2193,137.9,134.0,9
2194,160.4,147.0,10
2195,166.4,155.0,11
2196,160.9,154.0,12
2197,149.9,145.0,13
2198,143.9,136.0,14
2199,140.9,119.0,15
2200,136.9,120.0,16
2201,130.9,116.0,17
2202,137.9,118.0,18
2203,142.4,126.0,19
2204,167.4,151.0,20
2205,190.4,171.0,21
2206,193.4,162.0,22
2207,164.4,148.0,23
2208,127.7,124.0,0
2209,132.6,116.0,1
2210,125.1,113.0,2
2211,124.1,107.0,3
2212,121.7,105.0,4
2213,131.6,118.0,5
2214,149.7,131.0,6
2215,184.7,171.0,7
2216,223.7,206.0,8
2217,245.7,223.0,9
2218,241.7,223.0,10
2219,236.7,222.0,11
2220,232.7,217.0,12
2221,217.7,206.0,13
2222,218.2,208.0,14
2223,218.2,208.0,15
2224,220.7,210.0,16
